name,frame,ra,dec,band_idx,wavelength,receiver,flux_jy,uvmin_kl,uvmax_kl,cfg_A,cfg_B,cfg_C,cfg_D
1826+345,J2000,18h26m59.9826s,"34d31'14.099""",0,0.7cm,Q,0.2,,,W,W,W,W
1828+645,J2000,18h28m09.857610s,"64d34'16.033630""",0,0.7cm,Q,0.21,,,W,W,W,W
1828+264,J2000,18h28m30.6426s,"26d26'39.598""",0,0.7cm,Q,0.15,,,W,W,W,W
1829+487,J2000,18h29m31.7832s,"48d44'46.161""",0,90cm,P,43.0,,2.0,X,X,S,S
1829+487,J2000,18h29m31.7832s,"48d44'46.161""",1,20cm,L,14.2,,3.0,X,X,X,S
1829+487,J2000,18h29m31.7832s,"48d44'46.161""",2,6cm,C,3.0,,,X,X,X,X
1829+487,J2000,18h29m31.7832s,"48d44'46.161""",3,3.7cm,X,3.5,400.0,,X,X,X,X
1829+487,J2000,18h29m31.7832s,"48d44'46.161""",4,2cm,U,2.5,400.0,,S,X,X,X
1829+487,J2000,18h29m31.7832s,"48d44'46.161""",5,0.7cm,Q,1.3,,,S,S,X,X
1829+399,J2000,18h29m56.520223s,"39d57'34.703080""",0,20cm,L,0.24,15.0,,W,W,X,X
1829+399,J2000,18h29m56.520223s,"39d57'34.703080""",1,6cm,C,0.27,,,S,S,S,S
1829+399,J2000,18h29m56.520223s,"39d57'34.703080""",2,3.7cm,X,0.23,,,S,S,S,S
1829+399,J2000,18h29m56.520223s,"39d57'34.703080""",3,0.7cm,Q,0.21,,,W,W,W,W
1830+063,J2000,18h30m05.939885s,"06d19'15.952480""",0,2cm,U,0.5,,,S,S,S,S
1830+063,J2000,18h30m05.939885s,"06d19'15.952480""",1,0.7cm,Q,0.5,,,W,W,W,W
1830-360,J2000,18h30m58.8829s,"-36d02'30.132""",0,90cm,P,28.0,,,S,S,S,S
1830-360,J2000,18h30m58.8829s,"-36d02'30.132""",1,20cm,L,6.9,,30.0,X,S,P,P
1830-360,J2000,18h30m58.8829s,"-36d02'30.132""",2,6cm,C,1.3,,30.0,X,X,S,S
1830-360,J2000,18h30m58.8829s,"-36d02'30.132""",3,2cm,U,0.0,,,X,X,X,X
1830-360,J2000,18h30m58.8829s,"-36d02'30.132""",4,0.7cm,Q,0.0,,,X,X,X,X
1832-206,J2000,18h32m11.0465s,"-20d39'48.203""",0,0.7cm,Q,0.38,,,W,W,W,W
1832-105,J2000,18h32m20.8360s,"-10d35'11.200""",0,20cm,L,1.1,,,X,X,X,X
1832-105,J2000,18h32m20.8360s,"-10d35'11.200""",1,6cm,C,1.1,10.0,,S,S,S,X
1832-105,J2000,18h32m20.8360s,"-10d35'11.200""",2,3.7cm,X,1.28,5.0,,P,P,P,P
1832-105,J2000,18h32m20.8360s,"-10d35'11.200""",3,2cm,U,1.25,,,P,P,P,P
1832-105,J2000,18h32m20.8360s,"-10d35'11.200""",4,0.7cm,Q,0.58,,,S,S,S,S
1832+075,J2000,18h32m41.989113s,"07d31'55.124060""",0,0.7cm,Q,0.25,,,W,W,W,W
1832+139,J2000,18h32m43.471121s,"13d57'44.400300""",0,2cm,U,0.5,,,S,S,S,S
1832+139,J2000,18h32m43.471121s,"13d57'44.400300""",1,0.7cm,Q,0.4,,,W,W,W,W
1832+285,J2000,18h32m50.185631s,"28d33'35.955300""",0,20cm,L,0.0,,,X,X,X,X
1832+285,J2000,18h32m50.185631s,"28d33'35.955300""",1,6cm,C,0.5,100.0,,S,S,X,X
1832+285,J2000,18h32m50.185631s,"28d33'35.955300""",2,3.7cm,X,0.45,50.0,,S,S,X,X
1832+285,J2000,18h32m50.185631s,"28d33'35.955300""",3,2cm,U,0.4,,,S,S,S,S
1832+285,J2000,18h32m50.185631s,"28d33'35.955300""",4,0.7cm,Q,0.31,,,W,W,W,W
1833-210,J2000,18h33m39.9150s,"-21d03'40.050""",0,90cm,P,12.0,,16.0,S,S,S,S
1833-210,J2000,18h33m39.9150s,"-21d03'40.050""",1,20cm,L,10.9,,16.0,X,X,P,P
1833-210,J2000,18h33m39.9150s,"-21d03'40.050""",2,3.7cm,X,6.75,,,X,X,X,X
1833-210,J2000,18h33m39.9150s,"-21d03'40.050""",3,2cm,U,5.22,,30.0,X,X,X,S
1833-210,J2000,18h33m39.9150s,"-21d03'40.050""",4,0.7cm,Q,1.3,,,X,X,X,X
1834-030,J2000,18h34m13.9273s,"-03d01'21.125""",0,0.7cm,Q,0.18,,,W,W,W,W
1834-126,J2000,18h34m19.2165s,"-12d37'40.945""",0,20cm,L,0.61,,,S,S,S,S
1834-126,J2000,18h34m19.2165s,"-12d37'40.945""",1,6cm,C,0.15,,200.0,X,X,X,X
1834-126,J2000,18h34m19.2165s,"-12d37'40.945""",2,2cm,U,0.0,,,X,X,X,X
1835+326,J2000,18h35m03.3916s,"32d41'46.819""",0,0.7cm,Q,0.13,,,W,W,W,W
1835+613,J2000,18h35m19.675284s,"61d19'40.014280""",0,20cm,L,0.6,,,X,X,X,X
1835+613,J2000,18h35m19.675284s,"61d19'40.014280""",1,6cm,C,0.47,60.0,,S,S,X,X
1835+613,J2000,18h35m19.675284s,"61d19'40.014280""",2,3.7cm,X,0.49,60.0,,S,S,X,X
1835+613,J2000,18h35m19.675284s,"61d19'40.014280""",3,0.7cm,Q,0.12,,,W,W,W,W
1838+040,J2000,18h38m48.829034s,"04d04'24.669270""",0,0.7cm,Q,0.39,,,W,W,W,W
1838+094,J2000,18h38m54.8357s,"09d27'27.897""",0,0.7cm,Q,0.15,,,W,W,W,W
1840+390,J2000,18h40m57.154250s,"39d00'45.724080""",0,20cm,L,0.16,,,X,X,X,X
1840+390,J2000,18h40m57.154250s,"39d00'45.724080""",1,6cm,C,0.15,,,W,W,W,W
1840+390,J2000,18h40m57.154250s,"39d00'45.724080""",2,3.7cm,X,0.22,,,S,S,S,S
1840+390,J2000,18h40m57.154250s,"39d00'45.724080""",3,0.7cm,Q,0.14,,,W,W,W,W
1840+548,J2000,18h40m57.3780s,"54d52'15.920""",0,0.7cm,Q,0.21,,,W,W,W,W
1842+797,J2000,18h42m08.989953s,"79d46'17.128010""",0,20cm,L,5.0,,,X,X,X,X
1842+797,J2000,18h42m08.989953s,"79d46'17.128010""",1,3.7cm,X,0.54,80.0,,S,X,X,X
1842+797,J2000,18h42m08.989953s,"79d46'17.128010""",2,0.7cm,Q,0.15,,,W,W,W,W
1842+681,J2000,18h42m33.641636s,"68d09'25.227880""",0,20cm,L,0.4,30.0,,S,S,X,X
1842+681,J2000,18h42m33.641636s,"68d09'25.227880""",1,6cm,C,0.7,20.0,,P,P,S,X
1842+681,J2000,18h42m33.641636s,"68d09'25.227880""",2,3.7cm,X,0.81,,,P,P,P,P
1842+681,J2000,18h42m33.641636s,"68d09'25.227880""",3,2cm,U,0.9,,,S,S,S,S
1842+681,J2000,18h42m33.641636s,"68d09'25.227880""",4,0.7cm,Q,0.65,,,W,W,W,W
1844+132,J2000,18h44m07.2636s,"13d12'28.044""",0,0.7cm,Q,0.18,,,W,W,W,W
1845+401,J2000,18h45m11.131495s,"40d07'51.577050""",0,20cm,L,1.2,,,P,P,S,S
1845+401,J2000,18h45m11.131495s,"40d07'51.577050""",1,6cm,C,0.6,,,S,S,S,S
1845+401,J2000,18h45m11.131495s,"40d07'51.577050""",2,3.7cm,X,0.36,,,S,S,S,S
1845+356,J2000,18h45m35.108870s,"35d41'16.726510""",0,20cm,L,1.0,25.0,,S,S,X,X
1845+356,J2000,18h45m35.108870s,"35d41'16.726510""",1,6cm,C,0.8,,,P,P,S,S
1845+356,J2000,18h45m35.108870s,"35d41'16.726510""",2,3.7cm,X,0.47,,,S,S,S,S
1845+356,J2000,18h45m35.108870s,"35d41'16.726510""",3,2cm,U,0.2,,,X,X,X,X
1845+356,J2000,18h45m35.108870s,"35d41'16.726510""",4,0.7cm,Q,0.05,,,X,X,X,X
1847+081,J2000,18h47m12.6613s,"08d10'35.377""",0,0.7cm,Q,0.12,,,W,W,W,W
1848+323,J2000,18h48m22.088579s,"32d19'02.603500""",0,2cm,U,0.8,,,S,S,S,S
1848+323,J2000,18h48m22.088579s,"32d19'02.603500""",1,0.7cm,Q,1.3,,,S,S,S,S
1848+327,J2000,18h48m34.361172s,"32d44'00.139320""",0,2cm,U,0.5,,,S,S,S,S
1848+327,J2000,18h48m34.361172s,"32d44'00.139320""",1,0.7cm,Q,0.6,,,W,W,W,W
1849+670,J2000,18h49m16.072300s,"67d05'41.679930""",0,20cm,L,0.6,20.0,,S,S,X,X
1849+670,J2000,18h49m16.072300s,"67d05'41.679930""",1,6cm,C,0.67,15.0,,P,P,P,X
1849+670,J2000,18h49m16.072300s,"67d05'41.679930""",2,3.7cm,X,0.6,,,P,P,P,P
1849+670,J2000,18h49m16.072300s,"67d05'41.679930""",3,2cm,U,1.0,,,S,S,S,S
1849+670,J2000,18h49m16.072300s,"67d05'41.679930""",4,0.7cm,Q,1.4,,,S,S,S,S
1849+304,J2000,18h49m20.1065s,"30d24'14.189""",0,0.7cm,Q,0.32,,,W,W,W,W
1850+284,J2000,18h50m27.589807s,"28d25'13.155570""",0,20cm,L,0.26,,,X,X,X,X
1850+284,J2000,18h50m27.589807s,"28d25'13.155570""",1,6cm,C,1.0,,,P,P,P,P
1850+284,J2000,18h50m27.589807s,"28d25'13.155570""",2,3.7cm,X,1.15,,,P,P,P,P
1850+284,J2000,18h50m27.589807s,"28d25'13.155570""",3,2cm,U,0.7,,,S,S,S,S
1850+284,J2000,18h50m27.589807s,"28d25'13.155570""",4,0.7cm,Q,0.52,,,W,W,W,W
1850+499,J2000,18h50m22.2401s,"49d59'21.442""",0,0.7cm,Q,0.13,,,W,W,W,W
1851+005,J2000,18h51m46.7217s,"00d35'32.414""",0,20cm,L,0.6,,,S,S,,
1851+005,J2000,18h51m46.7217s,"00d35'32.414""",1,6cm,C,0.6,200.0,,S,,,
1851+005,J2000,18h51m46.7217s,"00d35'32.414""",2,3.7cm,X,1.1,200.0,,S,,,
1851+005,J2000,18h51m46.7217s,"00d35'32.414""",3,2cm,U,1.1,200.0,,S,,,
1851+005,J2000,18h51m46.7217s,"00d35'32.414""",4,1.3cm,K,1.1,,,S,S,S,S
1851+005,J2000,18h51m46.7217s,"00d35'32.414""",5,0.7cm,Q,0.7,,,S,S,S,S
1852+489,J2000,18h52m28.547838s,"48d55'47.481430""",0,20cm,L,0.2,20.0,,W,X,X,X
1852+489,J2000,18h52m28.547838s,"48d55'47.481430""",1,6cm,C,0.26,,,S,S,S,S
1852+489,J2000,18h52m28.547838s,"48d55'47.481430""",2,3.7cm,X,0.39,,,S,S,S,S
1852+489,J2000,18h52m28.547838s,"48d55'47.481430""",3,0.7cm,Q,0.24,,,W,W,W,W
1852+403,J2000,18h52m30.372548s,"40d19'06.608240""",0,20cm,L,0.65,,,X,X,X,X
1852+403,J2000,18h52m30.372548s,"40d19'06.608240""",1,6cm,C,0.63,,20.0,X,X,X,S
1852+403,J2000,18h52m30.372548s,"40d19'06.608240""",2,3.7cm,X,0.62,,25.0,X,X,X,S
1852+403,J2000,18h52m30.372548s,"40d19'06.608240""",3,0.7cm,Q,0.35,,,W,W,W,W
1854+738,J2000,18h54m57.299946s,"73d51'19.907470""",0,20cm,L,0.4,,,X,X,X,X
1854+738,J2000,18h54m57.299946s,"73d51'19.907470""",1,6cm,C,0.6,20.0,,S,S,S,X
1854+738,J2000,18h54m57.299946s,"73d51'19.907470""",2,3.7cm,X,0.4,,,S,S,S,S
1854+738,J2000,18h54m57.299946s,"73d51'19.907470""",3,2cm,U,0.7,,,S,S,S,S
1854+738,J2000,18h54m57.299946s,"73d51'19.907470""",4,0.7cm,Q,0.55,,,W,W,W,W
1856+061,J2000,18h56m31.8386s,"06d10'16.754""",0,6cm,C,0.3,,,S,S,,
1856+061,J2000,18h56m31.8386s,"06d10'16.754""",1,3.7cm,X,0.3,,,S,S,,
1856+061,J2000,18h56m31.8386s,"06d10'16.754""",2,0.7cm,Q,0.4,,,W,W,W,W
1857+164,J2000,18h57m25.5959s,"16d24'55.846""",0,0.7cm,Q,0.13,,,W,W,W,W
1859+129,J2000,18h59m23.3972s,"12d59'11.921""",0,90cm,P,12.0,,2.0,X,X,S,S
1859+129,J2000,18h59m23.3972s,"12d59'11.921""",1,20cm,L,2.8,,3.0,X,X,X,S
1900+273,J2000,19h00m34.6753s,"27d22'30.864""",0,0.7cm,Q,0.11,,,W,W,W,W
1902-234,J2000,19h02m49.2525s,"-23d29'52.084""",0,90cm,P,14.0,,3.0,X,X,S,S
1902-234,J2000,19h02m49.2525s,"-23d29'52.084""",1,20cm,L,3.3,,3.0,X,X,X,S
1902+319,J2000,19h02m55.938870s,"31d59'41.702090""",0,20cm,L,2.9,,,X,X,X,X
1902+319,J2000,19h02m55.938870s,"31d59'41.702090""",1,6cm,C,1.4,,,X,X,X,X
1902+319,J2000,19h02m55.938870s,"31d59'41.702090""",2,2cm,U,1.1,,,,,X,X
1902+319,J2000,19h02m55.938870s,"31d59'41.702090""",3,0.7cm,Q,0.8,,,,S,S,S
1903+556,J2000,19h03m11.6073s,"55d40'38.447""",0,0.7cm,Q,0.12,,,W,W,W,W
1904+156,J2000,19h04m14.3609s,"15d36'38.448""",0,0.7cm,Q,0.15,,,W,W,W,W
1907+014,J2000,19h07m11.9969s,"01d27'08.974""",0,0.7cm,Q,0.3,,,W,W,W,W
1911-201,J2000,19h11m09.652893s,"-20d06'55.109070""",0,20cm,L,2.3,,,P,P,P,P
1911-201,J2000,19h11m09.652893s,"-20d06'55.109070""",1,6cm,C,2.3,,,P,P,P,P
1911-201,J2000,19h11m09.652893s,"-20d06'55.109070""",2,3.7cm,X,2.4,,,P,P,P,P
1911-201,J2000,19h11m09.652893s,"-20d06'55.109070""",3,2cm,U,1.8,,,P,P,P,P
1911-201,J2000,19h11m09.652893s,"-20d06'55.109070""",4,0.7cm,Q,1.4,,,S,S,S,S
1911+161,J2000,19h11m58.2576s,"16d11'46.861""",0,0.7cm,Q,0.18,,,W,W,W,W
1912+376,J2000,19h12m25.123615s,"37d40'36.644990""",0,20cm,L,0.34,12.0,,S,S,X,X
1912+376,J2000,19h12m25.123615s,"37d40'36.644990""",1,6cm,C,0.37,,,S,S,S,S
1912+376,J2000,19h12m25.123615s,"37d40'36.644990""",2,3.7cm,X,0.34,,,S,S,S,S
1912+376,J2000,19h12m25.123615s,"37d40'36.644990""",3,0.7cm,Q,0.23,,,W,W,W,W
1912+053,J2000,19h12m54.3036s,"05d18'01.002""",0,3.7cm,X,0.3,,,W,W,W,W
1912+053,J2000,19h12m54.3036s,"05d18'01.002""",1,0.7cm,Q,0.13,,,W,W,W,W
1914+166,J2000,19h14m14.4326s,"16d36'38.547""",0,3.7cm,X,0.12,,,X,X,X,X
1914+166,J2000,19h14m14.4326s,"16d36'38.547""",1,0.7cm,Q,0.14,,,W,W,W,W
1914+166,J2000,19h14m14.4597s,"16d36'39.022""",0,0.7cm,Q,0.16,,,W,W,W,W
1915+658,J2000,19h15m23.819124s,"65d48'46.384910""",0,20cm,L,0.63,20.0,,S,S,X,X
1915+658,J2000,19h15m23.819124s,"65d48'46.384910""",1,6cm,C,0.37,,,S,S,S,S
1915+658,J2000,19h15m23.819124s,"65d48'46.384910""",2,3.7cm,X,0.22,,,S,S,S,S
1915+658,J2000,19h15m23.819124s,"65d48'46.384910""",3,0.7cm,Q,0.0,,,X,X,X,X
1918+553,J2000,19h18m10.7507s,"55d20'38.615""",0,0.7cm,Q,0.26,,,W,W,W,W
1919+063,J2000,19h19m17.3514s,"06d19'42.768""",0,0.7cm,Q,0.13,,,W,W,W,W
1922+155,J2000,19h22m34.699188s,"15d30'10.032130""",0,20cm,L,0.5,,,X,X,X,X
1922+155,J2000,19h22m34.699188s,"15d30'10.032130""",1,6cm,C,0.8,6.0,,P,P,P,P
1922+155,J2000,19h22m34.699188s,"15d30'10.032130""",2,3.7cm,X,1.0,,,P,P,P,P
1922+155,J2000,19h22m34.699188s,"15d30'10.032130""",3,2cm,U,0.7,6.0,,S,S,S,S
1922+155,J2000,19h22m34.699188s,"15d30'10.032130""",4,0.7cm,Q,0.28,,,W,W,W,W
1923+479,J2000,19h23m27.2298s,"47d54'16.842""",0,0.7cm,Q,0.19,,,W,W,W,W
1923-210,J2000,19h23m32.189815s,"-21d04'33.333080""",0,20cm,L,2.0,,,P,P,P,P
1923-210,J2000,19h23m32.189815s,"-21d04'33.333080""",1,3.7cm,X,2.7,,,P,P,P,P
1923-210,J2000,19h23m32.189815s,"-21d04'33.333080""",2,0.7cm,Q,1.4,,,S,S,S,S
1924+334,J2000,19h24m17.4839s,"33d29'29.724""",0,90cm,P,8.0,3.0,,S,S,X,X
1924+334,J2000,19h24m17.4839s,"33d29'29.724""",1,20cm,L,3.88,,,P,P,P,P
1924+334,J2000,19h24m17.4839s,"33d29'29.724""",2,6cm,C,1.75,,,P,P,P,P
1924+334,J2000,19h24m17.4839s,"33d29'29.724""",3,3.7cm,X,1.18,,,P,P,P,P
1924+334,J2000,19h24m17.4839s,"33d29'29.724""",4,2cm,U,0.7,,,S,S,S,S
1924+334,J2000,19h24m17.4839s,"33d29'29.724""",5,0.7cm,Q,0.3,,,W,W,W,W
1924+156,J2000,19h24m39.455877s,"15d40'43.941290""",0,20cm,L,0.45,,,X,X,X,X
1924+156,J2000,19h24m39.455877s,"15d40'43.941290""",1,6cm,C,0.45,,,S,S,S,S
1924+156,J2000,19h24m39.455877s,"15d40'43.941290""",2,3.7cm,X,0.44,,,S,S,S,S
1924+156,J2000,19h24m39.455877s,"15d40'43.941290""",3,2cm,U,0.4,,,S,S,S,S
1924+156,J2000,19h24m39.455877s,"15d40'43.941290""",4,0.7cm,Q,0.65,,,S,S,S,S
1924-292,J2000,19h24m51.055957s,"-29d14'30.121150""",0,90cm,P,8.0,2.0,,S,S,S,X
1924-292,J2000,19h24m51.055957s,"-29d14'30.121150""",1,20cm,L,6.0,6.0,,P,P,S,X
1924-292,J2000,19h24m51.055957s,"-29d14'30.121150""",2,6cm,C,6.3,,,P,P,P,S
1924-292,J2000,19h24m51.055957s,"-29d14'30.121150""",3,3.7cm,X,5.8,,,P,P,P,P
1924-292,J2000,19h24m51.055957s,"-29d14'30.121150""",4,2cm,U,17.0,,,P,P,P,P
1924-292,J2000,19h24m51.055957s,"-29d14'30.121150""",5,0.7cm,Q,9.1,,,S,S,S,S
1925+211,J2000,19h25m59.605370s,"21d06'26.162180""",0,20cm,L,1.3,,,P,S,S,S
1925+211,J2000,19h25m59.605370s,"21d06'26.162180""",1,6cm,C,1.5,,,P,P,S,S
1925+211,J2000,19h25m59.605370s,"21d06'26.162180""",2,3.7cm,X,1.0,,,P,P,P,P
1925+211,J2000,19h25m59.605370s,"21d06'26.162180""",3,2cm,U,1.8,,,P,P,P,P
1925+211,J2000,19h25m59.605370s,"21d06'26.162180""",4,1.3cm,K,0.9,,,S,S,S,S
1925+211,J2000,19h25m59.605370s,"21d06'26.162180""",5,0.7cm,Q,1.0,,,S,S,S,S
1926+508,J2000,19h26m06.3219s,"50d52'57.021""",0,0.7cm,Q,0.33,,,W,W,W,W
1926+421,J2000,19h26m31.0504s,"42d09'58.991""",0,0.7cm,Q,0.17,,,W,W,W,W
1927+612,J2000,19h27m30.442628s,"61d17'32.879210""",0,20cm,L,0.7,7.0,,P,P,S,X
1927+612,J2000,19h27m30.442628s,"61d17'32.879210""",1,6cm,C,0.7,5.0,,P,P,P,P
1927+612,J2000,19h27m30.442628s,"61d17'32.879210""",2,3.7cm,X,0.5,,,P,P,P,P
1927+612,J2000,19h27m30.442628s,"61d17'32.879210""",3,2cm,U,0.6,,,S,S,S,S
1927+612,J2000,19h27m30.442628s,"61d17'32.879210""",4,0.7cm,Q,0.93,,,S,S,S,S
1927+739,J2000,19h27m48.495196s,"73d58'01.569960""",0,20cm,L,3.1,6.0,,P,P,S,X
1927+739,J2000,19h27m48.495196s,"73d58'01.569960""",1,6cm,C,3.0,5.0,,P,P,P,P
1927+739,J2000,19h27m48.495196s,"73d58'01.569960""",2,3.7cm,X,3.7,,,P,P,P,P
1927+739,J2000,19h27m48.495196s,"73d58'01.569960""",3,2cm,U,2.0,,,P,P,P,P
1927+739,J2000,19h27m48.495196s,"73d58'01.569960""",4,0.7cm,Q,2.2,,,S,S,S,S
1928+088,J2000,19h28m40.855498s,"08d48'48.413060""",0,20cm,L,0.5,,,X,X,X,X
1928+088,J2000,19h28m40.855498s,"08d48'48.413060""",1,6cm,C,0.3,80.0,,S,S,X,X
1928+088,J2000,19h28m40.855498s,"08d48'48.413060""",2,3.7cm,X,0.28,80.0,,S,S,X,X
1928+088,J2000,19h28m40.855498s,"08d48'48.413060""",3,2cm,U,0.2,,,W,W,W,W
1928+088,J2000,19h28m40.855498s,"08d48'48.413060""",4,1.3cm,K,0.19,,,W,W,W,W
1928+088,J2000,19h28m40.855498s,"08d48'48.413060""",5,0.7cm,Q,0.11,,,W,W,W,W
1929+051,J2000,19h29m19.9475s,"05d07'57.596""",0,0.7cm,Q,0.22,,,W,W,W,W
1929+257,J2000,19h29m44.9170s,"25d43'16.223""",0,0.7cm,Q,0.13,,,W,W,W,W
1930+155,J2000,19h30m52.7324s,"15d32'34.002""",0,3.7cm,X,0.6,,20.0,X,X,X,S
1930+155,J2000,19h30m52.7324s,"15d32'34.002""",1,0.7cm,Q,0.4,,,,,W,W
1931+227,J2000,19h31m24.916790s,"22d43'31.258870""",0,20cm,L,0.41,10.0,,S,S,X,X
1931+227,J2000,19h31m24.916790s,"22d43'31.258870""",1,6cm,C,0.4,,,S,S,S,S
1931+227,J2000,19h31m24.916790s,"22d43'31.258870""",2,3.7cm,X,0.48,,,S,S,S,S
1931+227,J2000,19h31m24.916790s,"22d43'31.258870""",3,2cm,U,0.5,,,S,S,S,S
1931+227,J2000,19h31m24.916790s,"22d43'31.258870""",4,1.3cm,K,0.53,,,S,S,S,S
1931+227,J2000,19h31m24.916790s,"22d43'31.258870""",5,0.7cm,Q,0.36,,,W,W,W,W
1933+150,J2000,19h33m21.8176s,"15d04'46.513""",0,20cm,L,0.41,,,X,X,X,X
1933+150,J2000,19h33m21.8176s,"15d04'46.513""",1,6cm,C,0.3,,,S,S,S,S
1933+150,J2000,19h33m21.8176s,"15d04'46.513""",2,2cm,U,0.17,,,W,W,W,W
1933+656,J2000,19h33m57.3379s,"65d40'16.826""",0,0.7cm,Q,0.22,,,W,W,W,W
1935+205,J2000,19h35m10.472879s,"20d31'54.154300""",0,20cm,L,0.2,,,X,X,X,X
1935+205,J2000,19h35m10.472879s,"20d31'54.154300""",1,6cm,C,0.34,,,S,S,S,S
1935+205,J2000,19h35m10.472879s,"20d31'54.154300""",2,3.7cm,X,0.47,,,S,S,S,S
1935+205,J2000,19h35m10.472879s,"20d31'54.154300""",3,2cm,U,0.4,,,W,W,W,W
1935+205,J2000,19h35m10.472879s,"20d31'54.154300""",4,0.7cm,Q,0.29,,,W,W,W,W
1936+715,J2000,19h36m03.560794s,"71d31'31.785400""",0,20cm,L,0.53,10.0,,S,S,X,X
1936+715,J2000,19h36m03.560794s,"71d31'31.785400""",1,6cm,C,0.48,,,S,S,S,S
1936+715,J2000,19h36m03.560794s,"71d31'31.785400""",2,3.7cm,X,0.5,,,S,S,S,S
1936+715,J2000,19h36m03.560794s,"71d31'31.785400""",3,0.7cm,Q,0.0,,,X,X,X,X
1937-399,J2000,19h37m16.217362s,"-39d58'01.553060""",0,20cm,L,1.0,3.0,,P,P,S,S
1937-399,J2000,19h37m16.217362s,"-39d58'01.553060""",1,6cm,C,0.7,,,P,P,P,P
1937-399,J2000,19h37m16.217362s,"-39d58'01.553060""",2,3.7cm,X,1.1,,,P,P,P,P
1937-399,J2000,19h37m16.217362s,"-39d58'01.553060""",3,2cm,U,0.4,,,S,S,S,S
1937-399,J2000,19h37m16.217362s,"-39d58'01.553060""",4,0.7cm,Q,0.93,,,S,S,S,S
1937+361,J2000,19h37m31.4367s,"36d07'35.846""",0,0.7cm,Q,0.16,,,W,W,W,W
1937+839,J2000,19h37m39.6585s,"83d56'28.981""",0,0.7cm,Q,0.16,,,W,W,W,W
1938+048,J2000,19h38m30.6690s,"04d48'11.621""",0,0.7cm,Q,0.35,,,W,W,W,W
1939-154,J2000,19h39m26.657740s,"-15d25'43.058320""",0,20cm,L,0.9,6.0,,P,P,S,X
1939-154,J2000,19h39m26.657740s,"-15d25'43.058320""",1,6cm,C,1.3,,,P,P,P,P
1939-154,J2000,19h39m26.657740s,"-15d25'43.058320""",2,3.7cm,X,0.67,,,P,P,P,P
1939-154,J2000,19h39m26.657740s,"-15d25'43.058320""",3,2cm,U,1.0,,,P,P,P,P
1939-154,J2000,19h39m26.657740s,"-15d25'43.058320""",4,0.7cm,Q,0.64,,,W,W,W,W
1939+382,J2000,19h39m33.5663s,"38d17'35.397""",0,0.7cm,Q,0.12,,,W,W,W,W
1939+372,J2000,19h39m51.8064s,"37d13'30.498""",0,0.7cm,Q,0.14,,,W,W,W,W
1939-100,J2000,19h39m57.256573s,"-10d02'41.521100""",0,20cm,L,0.8,,,S,S,S,S
1939-100,J2000,19h39m57.256573s,"-10d02'41.521100""",1,6cm,C,0.7,,,S,S,S,S
1939-100,J2000,19h39m57.256573s,"-10d02'41.521100""",2,3.7cm,X,0.47,,,S,S,S,S
1939-100,J2000,19h39m57.256573s,"-10d02'41.521100""",3,2cm,U,0.25,,,X,X,X,X
1939-100,J2000,19h39m57.256573s,"-10d02'41.521100""",4,0.7cm,Q,0.0,,,X,X,X,X
1941-154,J2000,19h41m15.0289s,"-15d24'31.309""",0,90cm,P,17.0,,3.0,X,X,S,S
1941-154,J2000,19h41m15.0289s,"-15d24'31.309""",1,20cm,L,6.6,,3.0,X,X,X,P
1941-154,J2000,19h41m15.0289s,"-15d24'31.309""",2,6cm,C,2.2,,,X,X,X,X
1941-154,J2000,19h41m15.0289s,"-15d24'31.309""",3,2cm,U,0.0,,,X,X,X,X
1941+104,J2000,19h41m56.0453s,"10d26'48.483""",0,20cm,L,1.25,,3.0,X,X,X,S
1941+104,J2000,19h41m56.0453s,"10d26'48.483""",1,6cm,C,0.3,,,X,X,X,X
1941+104,J2000,19h41m56.0453s,"10d26'48.483""",2,3.7cm,X,0.15,,,X,X,X,X
1942+414,J2000,19h42m58.6385s,"41d29'23.073""",0,0.7cm,Q,0.11,,,W,W,W,W
1944+548,J2000,19h44m31.512621s,"54d48'07.063080""",0,20cm,L,1.66,4.0,,P,P,P,S
1944+548,J2000,19h44m31.512621s,"54d48'07.063080""",1,3.7cm,X,0.67,,,P,P,P,P
1944+548,J2000,19h44m31.512621s,"54d48'07.063080""",2,0.7cm,Q,0.15,,,W,W,W,W
1945+709,J2000,19h45m53.519959s,"70d55'48.732040""",0,20cm,L,0.94,6.0,,P,P,S,X
1945+709,J2000,19h45m53.519959s,"70d55'48.732040""",1,6cm,C,0.62,,,S,S,S,S
1945+709,J2000,19h45m53.519959s,"70d55'48.732040""",2,3.7cm,X,0.48,,,S,S,S,S
1945+709,J2000,19h45m53.519959s,"70d55'48.732040""",3,2cm,U,0.3,,,W,W,W,W
1945+709,J2000,19h45m53.519959s,"70d55'48.732040""",4,0.7cm,Q,0.3,,,W,W,W,W
1947+128,J2000,19h47m19.5271s,"12d48'55.441""",0,0.7cm,Q,0.11,,,W,W,W,W
1948+359,J2000,19h48m04.5200s,"35d56'20.674""",0,0.7cm,Q,0.17,,,W,W,W,W
1949+506,J2000,19h49m43.4921s,"50d41'31.982""",0,0.7cm,Q,0.12,,,W,W,W,W
1949-199,J2000,19h49m53.420177s,"-19d57'13.330400""",0,20cm,L,1.3,,,P,P,P,
1949-199,J2000,19h49m53.420177s,"-19d57'13.330400""",1,3.7cm,X,0.62,,,P,P,P,P
